Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
33,2,1800,196,2,316,3,2,2,2,2
26,2,550,267,1,454,5,0,0,2,0
28,3,1200,447,1,698,4,1,0,2,2
33,1,50,458,1,1014,0,1,0,1,2
46,1,450,270,1,300,2,1,0,1,2
71,3,1000,387,1,978,1,2,1,2,2
10,1,490,67,1,993,5,2,1,2,2
53,3,1400,17,2,156,3,0,1,3,2
68,3,100,10,1,1206,2,2,0,2,2
43,1,400,198,1,1078,2,2,1,1,0
65,2,1100,1,2,770,3,2,1,2,2
55,3,1092,376,1,1125,5,1,2,3,0
58,3,1000,10,1,1761,4,2,0,2,0
75,1,450,14,2,1145,3,2,2,1,0
61,1,390,447,1,290,1,2,1,1,2
41,3,1256,32,1,1799,5,0,2,3,0
34,1,700,397,1,510,0,0,1,1,0
67,2,500,198,2,1102,2,2,1,1,2
73,4,4000,457,2,1751,4,0,1,3,0
65,2,900,447,1,611,4,1,1,2,2
27,3,1800,383,1,1471,5,1,0,4,0
27,2,600,164,1,1839,5,2,1,2,2
51,2,1000,198,2,1642,3,2,1,2,2
7,1,375,82,2,948,5,2,1,1,2
37,2,900,447,2,1524,1,2,1,1,2
67,2,1020,422,2,316,3,0,1,2,2
18,2,450,312,2,1218,2,1,1,2,2
24,2,1000,196,2,423,1,2,1,2,2
74,1,350,196,2,455,5,2,1,1,2
47,1,600,270,1,386,0,1,2,1,2
15,2,450,457,1,1208,4,2,1,1,2
77,3,950,275,1,423,1,1,1,2,2
76,1,410,316,1,1262,5,2,1,1,0
22,1,650,14,2,248,3,0,1,1,0
78,2,742,151,1,1712,5,2,2,2,0
75,3,1400,198,2,2008,3,2,1,3,2
72,2,100,192,1,1274,1,1,2,2,2
69,1,400,270,1,1075,2,0,1,1,0
61,3,1725,26,2,1140,1,0,1,2,0
59,3,1100,415,1,681,5,1,2,3,0
12,2,550,270,1,1276,2,2,1,1,2
45,3,1200,196,2,2041,0,1,1,2,2
35,1,475,44,1,628,5,2,0,2,0
77,3,1700,192,2,1523,1,1,1,3,2
27,3,750,10,2,738,0,1,1,2,2
51,3,1300,198,2,758,0,1,1,2,2
73,2,1200,273,1,1223,0,0,1,1,0
13,1,400,14,2,1346,0,2,1,1,2
55,3,2000,273,2,583,0,1,0,3,0
31,1,550,16,2,335,0,1,2,1,2
14,3,1600,10,2,181,3,1,1,3,2
43,2,825,455,2,766,0,2,1,2,2
7,1,229,351,2,2101,5,1,1,1,2
68,3,1550,10,1,346,0,1,0,3,2
59,2,800,20,1,568,5,0,1,2,0
53,3,1700,271,2,881,1,0,1,3,2
56,2,1000,10,2,775,3,2,0,2,2
19,2,1200,447,2,519,0,2,0,2,2
76,2,700,10,2,65,1,2,1,2,2
75,2,1040,198,1,590,3,2,0,2,2
18,3,932,276,2,629,5,2,1,3,2
35,3,1350,333,1,1173,5,2,2,3,0
18,1,600,14,2,684,0,1,1,1,2
26,2,700,10,2,1368,0,1,1,2,2
35,2,600,200,2,559,0,1,1,1,2
13,2,700,455,2,1700,2,0,1,2,2
55,2,800,1,2,945,4,1,1,1,2
36,2,900,384,1,1455,5,1,0,2,0
47,2,950,203,2,2155,0,1,1,2,2
62,2,1600,457,1,818,4,2,0,2,2
30,3,1200,10,2,2009,4,2,1,3,2
57,2,750,360,1,1447,5,1,1,2,0
12,2,700,412,2,1198,5,2,2,2,2
43,1,900,270,2,2092,0,1,1,1,2
14,1,500,313,2,1028,3,1,1,1,2
73,2,1065,10,2,1152,1,1,2,2,2
69,1,700,1,2,1321,0,2,0,1,2
64,2,1000,457,2,1010,4,1,1,1,2
49,2,700,202,2,2002,1,1,1,1,2
75,2,650,350,1,1677,5,2,1,2,0
53,2,740,196,2,1152,1,2,1,2,2
77,1,500,196,1,761,0,1,1,1,2
37,3,1600,10,1,1748,3,1,2,3,2
53,1,150,17,1,1084,4,2,0,1,2
39,1,500,196,2,914,2,1,1,1,2
43,2,909,335,2,1174,1,1,1,2,2
72,4,1500,455,1,1759,4,2,0,2,0
66,2,100,196,2,1257,3,0,2,2,2
59,1,450,457,2,1373,0,1,1,1,2
70,3,1250,200,1,1025,3,1,0,2,2
29,1,100,475,1,688,3,2,1,1,2
75,3,2390,261,2,1626,0,1,1,3,2
22,3,1300,457,2,1089,4,1,1,2,2
29,1,100,1,2,1844,2,0,1,1,2
59,2,1000,70,1,2160,0,2,0,2,0
33,2,950,196,1,778,3,2,0,2,2
7,1,225,398,2,948,5,2,1,1,2
47,3,1975,65,2,551,1,1,2,3,0
71,2,1220,18,2,1235,3,1,1,2,2
7,2,800,271,2,1258,2,2,1,2,2
75,2,500,200,1,1030,0,1,0,1,0
64,2,600,10,1,10,1,2,1,1,2
74,3,1360,16,2,2234,0,1,1,2,2
59,1,650,316,2,1858,5,2,0,1,0
14,1,500,16,2,623,1,2,1,1,2
49,1,565,20,2,1082,5,2,1,2,2
22,1,650,276,2,1180,5,0,1,2,2
19,2,1000,455,2,405,4,0,1,1,2
24,2,800,14,2,822,3,1,1,2,2
62,3,1000,16,2,531,2,2,1,2,0
75,1,500,10,2,119,1,0,1,1,2
31,3,1645,357,1,560,0,1,1,3,0
26,3,1380,435,1,1973,5,1,1,3,0
67,2,425,455,1,1440,1,1,1,2,2
37,2,1200,455,2,1216,3,1,1,2,2
31,2,1000,14,1,560,0,2,1,1,2
47,3,1600,333,1,225,5,0,1,3,0
69,2,933,200,2,1025,3,2,0,2,2
22,3,1337,250,1,1426,5,0,1,3,0
31,3,1500,19,2,899,0,1,0,3,0
31,2,650,10,1,1231,0,1,1,1,2
69,1,450,276,1,1949,5,1,1,2,0
26,3,200,16,1,1505,2,1,0,3,0
33,3,2100,16,2,1849,1,1,1,2,0
58,2,925,192,2,376,3,1,1,2,2
54,3,1120,10,1,182,1,2,0,2,2
75,1,250,196,2,1370,1,2,1,1,2
21,2,700,267,1,197,4,2,0,1,2
75,3,1700,177,1,934,0,1,1,3,0
20,2,1650,457,2,955,3,1,1,1,2
51,2,1325,63,1,1032,0,1,2,2,0
21,2,900,16,1,1482,4,2,0,2,2
55,1,550,270,1,866,0,1,1,1,0
58,1,550,458,2,86,1,2,1,1,2
63,3,1200,24,1,225,5,1,1,3,0
29,1,550,455,2,964,4,1,1,1,2
67,2,1000,25,1,225,5,1,1,2,0
33,1,500,16,2,374,3,2,1,1,2
27,2,532,10,1,1962,0,2,0,1,2
58,1,450,457,1,894,4,2,0,1,2
8,1,300,10,2,1748,3,1,1,1,2
75,3,1300,350,1,225,5,1,1,3,0
36,2,500,10,1,1442,0,1,1,2,2
22,2,1100,200,2,248,3,0,2,2,0
42,1,450,457,1,1762,4,2,1,1,0
78,2,888,433,1,1831,5,1,1,2,0
68,3,1960,411,2,2165,3,1,1,3,0
71,2,800,196,2,1257,3,2,1,2,2
13,1,500,447,2,703,4,1,1,1,2
59,2,1188,458,2,714,0,2,1,2,2
78,3,900,468,1,403,5,1,2,2,0
66,2,1000,14,1,499,0,2,2,2,2
31,2,1300,196,2,1442,0,2,0,2,2
78,2,585,398,1,646,5,1,1,2,0
78,3,1224,95,1,1298,5,2,2,3,0
20,1,450,196,1,1506,2,0,1,1,0
5,2,900,458,2,1163,5,1,1,3,2
20,2,1300,10,2,809,1,2,1,2,2
24,2,900,455,2,2032,3,0,1,1,2
57,1,550,457,1,1174,1,1,1,1,2
52,2,745,23,1,61,5,1,1,2,0
17,1,375,10,1,525,4,2,1,1,0
76,3,1000,133,1,450,5,1,1,4,0
69,3,1500,355,1,2136,5,0,1,3,0
67,2,721,270,2,264,4,0,1,2,2
58,2,1000,313,2,1801,3,2,1,3,2
2,2,1000,447,2,108,4,0,1,2,2
74,3,1600,196,1,42,1,1,0,3,0
61,1,500,10,2,1794,3,2,1,1,2
22,1,500,1,1,249,4,1,1,1,2
28,2,1100,198,2,316,3,2,1,3,2
8,2,650,196,2,196,4,2,1,1,2
9,2,898,383,2,910,1,1,2,2,2
17,2,600,16,1,139,2,2,1,2,2
77,3,1500,447,1,1035,1,1,2,2,2
20,2,600,10,2,995,3,0,1,2,2
71,2,1500,447,2,809,1,1,1,2,2
59,2,809,10,2,423,1,2,1,2,2
76,2,1005,200,1,789,0,1,1,3,0
75,3,1800,1,2,2234,0,1,1,3,0
14,3,1235,10,2,1520,1,1,1,2,2
61,3,2200,10,2,800,1,2,0,3,2
59,1,375,12,2,1094,5,2,1,1,2
78,3,1100,429,1,191,5,0,2,3,0
73,1,600,347,1,16,0,1,1,1,0
69,1,410,198,1,537,2,2,0,1,2
62,2,1200,447,2,1820,3,1,1,1,2
43,2,1000,196,2,111,0,0,1,2,2
26,4,1783,341,1,588,5,1,1,3,2
53,1,500,196,1,1970,3,2,0,1,2
39,3,812,457,2,743,4,2,1,2,2
65,3,2210,313,2,1337,3,1,2,3,2
20,3,1840,273,2,1270,3,1,1,3,2
73,1,390,478,1,666,5,1,1,2,0
54,1,300,10,1,1528,4,2,1,1,0
20,1,350,455,2,1961,1,2,1,1,2
45,1,600,419,1,1559,4,2,1,1,2
14,2,700,447,2,1751,4,2,1,1,2
7,2,900,14,1,2078,0,1,1,1,2
24,3,1265,14,2,31,1,1,1,2,2
39,2,550,196,1,965,4,1,1,1,0
74,3,1700,198,1,1530,2,1,0,3,0
39,3,1500,16,1,2066,0,1,1,2,0
49,2,750,10,1,2149,1,2,0,2,2
59,2,750,457,2,180,0,1,1,2,2
14,1,450,16,2,1276,2,0,1,1,2
31,2,1100,200,2,1233,0,0,1,2,2
43,1,600,457,2,1516,0,2,1,1,2
75,3,1350,455,2,64,1,0,2,3,2
62,2,500,457,2,1845,0,1,1,2,2
21,2,800,14,2,1527,4,1,1,1,2
54,3,1450,17,2,1674,3,2,1,2,2
56,1,150,273,1,2075,3,2,1,1,2
31,2,600,196,2,552,0,1,1,2,2
20,1,400,14,2,272,1,0,1,1,2
26,3,100,1,1,1235,3,2,1,3,2
65,2,450,14,2,2206,2,2,1,1,2
58,2,880,14,1,1993,1,2,2,2,2
51,1,400,355,1,651,5,2,0,2,0
14,3,1400,271,2,1362,3,1,1,3,2
35,3,1400,130,1,2171,5,0,0,3,0
6,2,1150,198,1,864,0,2,1,2,2
45,1,50,270,1,1167,2,1,0,1,2
33,1,300,457,2,94,3,2,1,1,2
64,2,800,10,1,1958,1,2,2,2,2
35,4,2800,458,1,1784,0,0,2,4,0
79,1,550,428,1,809,1,1,1,1,0
2,3,1000,447,2,1001,4,2,1,2,2
51,4,3700,341,1,1088,5,0,1,4,0
20,2,800,447,2,1656,3,2,1,2,2
8,3,1850,196,1,1997,1,1,0,3,2
76,1,420,142,1,693,0,1,0,1,0
45,4,3000,198,1,1732,2,1,0,5,0
57,2,1197,455,2,460,3,2,1,2,2
68,2,1700,10,2,1475,1,2,1,2,2
27,3,1610,259,2,2046,1,1,2,3,0
69,1,400,16,2,368,0,2,1,1,2
62,3,1100,457,2,1278,4,2,1,1,2
71,2,800,10,2,2091,3,1,1,2,2
64,2,550,1,2,1475,1,2,1,1,0
48,3,1422,316,2,35,3,1,1,3,2
78,2,800,202,1,1264,5,2,2,2,0
55,2,1100,200,1,899,0,1,0,2,0
5,1,130,455,1,331,4,1,1,1,2
65,2,850,16,1,1759,4,1,0,1,0
14,3,1540,200,2,156,3,2,1,2,2
78,3,1197,162,1,137,5,1,1,3,0
51,2,450,458,1,597,4,2,1,1,2
75,3,932,94,1,1547,5,1,1,3,0
21,1,420,349,1,1892,5,1,1,2,0
67,1,500,447,1,183,3,0,1,1,2
42,2,950,10,2,1603,1,1,2,2,2
11,1,63,312,2,1691,2,0,1,1,2
25,2,550,457,2,1306,1,2,1,2,2
57,2,1300,198,1,8,3,1,1,2,2
20,2,600,14,2,1542,1,2,1,1,2
79,3,2310,261,2,1145,3,1,2,3,0
33,2,500,196,2,1023,1,2,1,1,2
68,2,1300,267,2,2071,1,2,1,2,2
43,2,1200,457,2,2092,0,2,1,2,2
66,2,800,458,2,250,0,2,1,2,2
76,1,565,20,2,946,5,0,1,2,2
47,1,540,312,1,1766,3,2,2,1,2
13,3,1300,267,2,749,0,0,1,2,2
78,2,600,270,1,139,2,1,0,2,0
34,1,450,379,1,1703,5,0,1,1,0
79,4,3455,64,2,1145,3,1,2,4,0
75,2,1350,212,1,590,3,0,0,2,0
72,2,850,457,2,236,4,2,0,1,2
34,1,400,313,2,560,0,1,1,1,2
38,2,650,192,1,1440,1,2,1,2,2
73,1,300,196,2,352,0,2,1,1,2
64,3,1700,196,1,867,3,1,0,3,2
68,2,650,447,2,755,4,1,1,1,2
76,4,2000,198,1,542,2,1,1,3,0
76,2,1200,196,1,1902,0,1,2,2,2
28,1,700,10,2,1995,1,1,1,1,2
31,2,1450,455,1,865,0,1,1,2,2
78,2,800,93,1,935,5,1,2,2,0
45,1,600,275,1,1130,5,0,2,2,0
58,1,250,455,1,1762,4,2,1,1,0
35,2,700,196,2,1255,3,2,1,2,2
77,2,950,10,1,528,1,1,1,2,2
20,2,450,198,1,1102,2,1,1,1,0
75,2,753,58,1,1445,5,2,1,2,0
33,2,960,198,2,1544,1,1,1,2,2
64,2,853,313,2,955,3,1,1,2,2
77,3,1500,315,2,792,3,1,1,3,2
75,2,1200,293,1,435,5,1,1,3,0
45,1,600,267,2,811,0,0,1,1,2
75,2,700,23,1,1841,5,0,1,2,0
52,5,3200,28,1,224,5,1,1,5,0
41,1,600,455,2,423,1,2,1,1,2
14,3,1700,386,2,590,3,1,1,3,2
59,2,600,16,2,257,0,2,1,2,2
68,1,550,1,1,9,1,2,1,1,2
79,3,1750,271,1,724,3,1,1,3,0
59,2,900,457,2,1647,0,0,1,2,2
75,2,650,29,1,379,5,1,1,2,0
77,2,550,312,1,1642,3,2,0,1,2
41,3,1742,227,2,590,3,1,2,3,0
60,6,1000,1,2,1887,4,1,1,2,2
51,3,1250,363,1,1480,5,0,1,3,0
20,2,1100,200,1,759,0,1,1,2,0
71,2,650,10,1,1780,4,2,2,1,2
79,2,1200,192,1,121,1,1,1,2,2
20,1,450,457,2,1885,3,2,1,1,2
79,2,1300,271,1,1028,3,1,1,2,0
55,1,300,455,1,2022,0,2,1,1,2
78,3,1800,28,2,1130,5,2,1,3,0
55,1,600,267,2,241,0,1,0,1,0
23,3,1800,455,1,1951,1,1,2,3,2
69,2,1250,198,1,1885,3,1,1,2,0
7,1,400,478,1,2218,5,2,1,1,2
66,2,1300,267,2,776,3,2,1,2,2
13,3,110,17,2,2013,2,2,1,2,2
35,1,500,20,2,629,5,1,1,2,2
79,3,1700,303,1,809,1,0,1,3,0
20,2,800,198,2,1549,3,1,1,2,2
20,3,1000,201,2,2008,3,2,1,3,2
75,3,1150,10,1,1760,4,2,1,2,0
53,2,680,316,1,2011,5,1,1,2,0
41,1,500,196,1,799,5,2,0,1,0
14,2,1200,196,2,1665,3,2,0,2,2
20,2,1100,348,2,1811,3,2,1,2,2
13,3,75,313,2,1734,2,2,1,1,2
53,3,1200,14,1,146,1,1,0,3,0
24,2,200,455,1,985,0,1,1,1,2
26,3,1250,16,1,394,2,2,1,3,0
78,3,1400,221,1,736,5,0,1,3,0
28,1,550,455,1,141,1,2,1,1,2
27,3,1500,381,1,225,5,1,0,3,0
13,3,800,16,2,701,2,2,1,2,2
18,2,60,192,2,1331,2,2,1,1,2
7,1,525,203,2,211,5,2,1,1,2
50,3,1132,28,2,1035,1,1,1,2,0
54,1,434,457,2,1990,1,2,1,1,2
18,2,830,80,2,287,5,1,1,2,2
49,2,800,447,2,86,1,2,1,2,2
22,1,550,316,1,329,5,0,2,2,2
76,2,630,403,1,275,5,1,2,2,0
76,1,300,267,2,2117,0,1,1,1,2
31,2,700,17,2,2160,0,1,1,2,2
56,2,800,457,2,231,4,1,1,2,2
53,2,400,196,1,613,4,2,0,2,2
54,2,700,10,2,1821,2,2,1,1,2
27,2,630,404,1,436,5,1,1,1,0
61,2,700,267,1,2060,2,1,0,2,2
69,1,390,270,1,1268,5,2,1,1,0
37,2,950,10,2,1142,1,1,1,2,2
79,3,1484,425,1,1544,1,1,1,3,0
73,2,700,16,2,193,0,1,1,2,2
79,4,2880,432,2,1997,1,1,0,3,0
43,2,600,317,1,2063,5,0,2,2,0
49,3,1500,48,2,1780,4,1,1,2,2
41,2,1110,200,1,493,3,1,1,2,2
68,2,950,198,1,794,2,2,0,1,0
62,3,850,405,1,154,5,2,2,3,0
54,1,700,455,1,1305,4,2,1,1,2
78,4,1937,209,1,1621,5,1,1,5,0
78,2,630,200,1,690,0,1,1,2,0
75,1,480,19,1,1816,5,1,2,2,0
63,2,800,14,2,989,2,1,1,2,2
35,2,750,65,1,55,5,1,1,2,0
53,3,890,309,1,1428,5,0,1,2,0
22,2,750,339,1,388,5,0,1,2,0
71,1,400,447,1,518,1,2,1,1,2
13,3,1107,312,1,2227,1,1,1,2,2
24,2,600,198,1,1267,5,2,1,2,2
18,3,1175,270,1,1097,1,0,0,2,2
43,2,1100,267,1,1636,2,2,0,2,0
25,3,890,208,1,1428,5,0,2,2,0
59,1,500,349,1,662,5,0,1,1,0
66,1,410,317,1,585,5,1,0,1,0
21,2,750,16,1,1398,2,2,1,2,0
39,2,900,196,1,445,2,0,1,2,2
40,2,1200,457,2,1884,4,1,1,2,2
71,2,800,455,1,2046,1,1,1,2,2
57,2,700,447,2,1512,1,2,1,2,2
20,2,756,457,1,463,4,1,1,1,2
31,3,1400,19,2,899,0,1,1,3,0
33,2,1200,192,2,2018,3,2,1,2,2
8,1,600,192,2,1800,3,2,1,2,2
55,1,415,267,1,851,0,1,1,1,0
68,2,800,457,2,1682,3,2,1,2,2
59,2,1200,270,2,909,0,1,1,2,2
61,3,1600,429,1,225,5,0,1,3,0
78,3,2400,335,1,1457,0,1,1,4,0
23,2,600,196,2,1975,4,2,1,1,2
59,2,1100,196,2,217,0,1,2,2,2
75,3,1680,318,1,1792,0,2,0,3,0
43,1,450,29,1,651,5,2,0,2,0
59,4,800,16,2,663,2,2,1,4,0
13,3,1200,455,2,245,0,1,1,2,2
51,2,103,198,2,316,3,2,1,2,2
75,2,1135,271,2,1915,3,1,1,2,2
36,1,150,312,1,1392,2,0,1,1,2
30,2,1000,196,2,52,4,0,1,2,2
26,2,450,270,1,1102,2,1,1,1,0
55,2,750,379,1,1448,5,0,0,2,0
63,2,900,198,1,119,1,1,1,2,2
6,2,1000,455,1,2032,3,1,0,2,2
78,4,2079,314,1,320,5,1,1,5,0
14,3,1950,457,2,1028,3,1,1,3,2
33,2,950,457,2,2071,1,2,1,2,2
20,2,1050,192,1,1915,3,1,1,2,2
79,3,3200,17,1,724,3,1,1,3,0
28,2,550,16,2,1463,3,2,1,2,2
75,3,1500,226,1,590,3,1,2,2,0
76,1,415,202,2,114,5,2,1,1,2
33,2,1100,455,1,878,0,1,1,2,2
13,2,75,198,2,1258,2,0,1,2,2
27,3,1152,26,1,2046,1,1,2,3,0
72,3,1150,198,1,2099,2,2,1,3,0
58,1,300,455,2,2025,0,1,1,1,2
7,2,50,10,2,540,2,2,1,1,2
17,3,1800,196,2,1796,2,0,1,3,2
20,2,550,271,1,1382,2,2,0,2,0
31,3,2000,1,2,745,0,1,1,3,2
69,1,200,455,2,705,2,0,0,1,2
66,3,1550,16,2,156,3,2,1,3,2
75,1,444,386,1,1907,5,2,1,2,0
75,2,1000,14,2,809,1,2,1,2,2
8,2,450,10,1,1937,1,2,1,1,2
61,2,1200,455,2,1252,3,2,1,3,2
39,3,1680,302,1,711,0,1,0,3,2
39,2,1100,14,2,1190,0,1,1,2,2
75,3,1100,16,1,1215,3,1,1,1,0
51,2,1130,458,2,2234,0,2,2,2,2
35,1,300,255,2,1063,5,2,1,1,2
75,2,950,447,2,1656,3,2,2,2,2
71,2,990,100,1,2021,0,0,1,2,2
43,2,400,198,1,2200,2,2,0,1,0
20,1,750,200,2,207,3,2,1,1,2
75,2,900,1,1,397,0,1,1,1,2
57,2,1100,19,2,2033,3,0,1,2,2
28,4,2400,14,1,1995,1,2,1,4,0
36,1,380,67,1,1248,5,2,1,2,0
80,2,550,447,2,420,1,2,1,2,2
51,3,1265,36,1,93,5,2,2,3,0
62,3,1050,349,1,815,5,0,1,3,0
67,2,700,270,2,1946,1,1,1,2,2
43,2,980,270,2,1236,0,0,2,2,2
42,2,800,192,1,1855,4,2,0,1,0
40,2,950,455,2,1797,4,2,1,1,2
75,2,806,272,1,164,5,2,1,3,0
50,4,4761,15,1,876,3,1,0,6,2
66,3,1200,335,1,1763,5,0,1,3,0
67,3,1400,302,1,764,5,1,2,2,0
20,4,3200,155,1,1036,0,1,1,3,0
39,2,630,457,1,312,4,2,0,1,2
66,1,325,146,1,1161,5,0,1,1,0
41,2,717,14,2,1849,1,1,1,2,2
76,1,400,19,1,1262,5,2,1,1,0
41,3,2430,399,2,590,3,1,0,3,0
45,2,900,248,1,1714,5,1,1,2,0
55,2,950,1,1,1647,0,0,1,3,2
63,1,270,10,1,818,4,1,1,1,2
35,2,800,14,2,2183,5,1,1,2,2
71,3,950,455,1,972,1,2,0,3,2
8,4,1300,10,2,213,4,2,1,3,2
66,3,1350,407,1,1635,5,0,1,3,0
7,3,1000,16,2,567,2,2,1,2,2
61,3,1567,270,1,1436,1,0,1,3,2
17,3,1800,17,1,1619,3,0,1,3,2
75,2,800,1,1,479,1,1,1,2,2
57,3,1800,198,1,1747,2,1,1,3,0
30,1,700,312,2,590,3,1,1,1,2
53,3,1840,335,1,745,0,1,1,2,0
55,3,937,252,1,1837,5,2,2,4,0
78,3,1200,102,1,2147,5,1,1,3,0
73,3,1500,198,2,934,0,1,1,3,2
64,4,1600,354,1,2019,5,1,1,4,0
7,3,2000,473,1,15,3,0,0,3,2
66,3,1158,198,1,2035,1,1,1,2,2
55,1,400,192,1,690,0,1,1,1,2
27,3,850,179,1,1427,5,1,1,2,0
77,1,550,10,2,1477,1,2,1,1,2
35,3,1350,377,1,1118,5,1,2,4,0
33,1,700,10,2,2044,4,2,1,1,2
24,2,1000,14,2,1760,4,1,1,1,2
41,1,400,14,2,795,1,1,1,1,2
75,2,840,457,2,1048,1,1,1,2,2
53,1,1200,271,1,1093,0,0,0,1,2
71,1,413,348,1,658,5,0,1,1,2
18,1,60,17,2,678,2,0,1,1,2
43,1,180,457,2,1292,2,1,1,1,2
8,1,800,10,2,2010,1,2,2,1,2
39,2,1200,17,1,1164,0,1,0,2,0
27,1,150,196,2,2160,0,2,1,1,2
43,1,600,457,2,1667,0,2,1,1,2
52,1,550,379,1,225,5,0,1,2,0
76,6,2400,447,2,1192,3,2,2,4,2
75,1,500,16,1,1034,0,1,0,1,0
18,1,400,196,2,310,2,1,1,1,2
71,2,1350,405,2,1634,3,1,0,2,2
52,3,1500,348,2,1270,3,0,1,2,2
1,2,1000,455,2,231,4,2,1,2,2
19,2,1100,196,2,848,0,1,1,2,2
68,1,600,457,2,1230,0,1,1,1,2
79,3,1600,401,1,1337,3,1,2,3,0
57,2,400,254,2,967,2,2,1,1,2
31,2,50,200,2,533,2,0,1,1,2
77,4,2317,24,2,1849,1,2,1,4,0
79,2,750,192,2,1708,1,2,1,2,2
34,3,950,381,1,389,5,2,2,3,0
60,3,1700,347,2,1025,3,1,1,3,2
9,2,650,10,1,1366,1,2,1,2,2
66,4,1750,338,1,638,5,1,1,4,0
42,1,550,372,1,355,5,0,1,2,0
49,1,500,10,2,1992,1,1,1,1,2
76,1,420,200,1,1303,0,1,1,1,0
59,2,500,200,2,1254,0,1,1,1,2
67,3,1379,148,1,1496,5,2,1,3,0
57,3,900,270,1,1934,2,1,1,2,0
14,3,1170,457,2,1971,1,1,1,2,2
31,1,600,196,2,1931,0,2,1,1,2
66,2,750,16,2,215,0,1,1,2,2
75,2,670,338,1,1239,5,2,0,2,0
52,2,1080,271,1,1438,3,1,1,2,0
75,2,771,123,1,919,5,2,1,2,0
48,3,1000,2,1,1182,5,1,0,3,0
43,1,600,345,2,2031,5,1,1,1,2
46,2,1250,10,2,1432,1,1,2,2,2
75,2,600,397,2,1149,3,2,1,2,2
35,3,1800,198,1,308,0,1,1,3,0
79,3,2200,271,1,724,3,1,1,3,0
75,2,950,312,2,109,3,0,1,2,2
59,1,550,19,1,506,0,1,1,1,0
52,2,1000,192,2,1154,1,1,1,2,2
76,2,825,61,2,1295,5,2,1,2,2
79,2,1150,332,1,423,1,1,1,2,0
42,1,400,10,2,1975,4,2,1,1,2
20,1,55,457,2,625,2,2,1,1,2
33,2,1250,1,2,63,3,0,1,2,2
20,2,600,14,2,1209,1,0,1,2,2
69,2,650,275,1,1862,5,2,1,2,0
33,1,450,192,2,105,4,2,1,1,2
25,2,900,455,1,1758,4,2,0,2,0
33,1,500,196,2,688,3,2,1,1,2
51,2,1200,14,2,1029,4,2,1,2,2
27,3,1903,356,2,1436,1,1,1,3,2
35,1,400,17,2,717,0,1,1,1,2
39,3,25,348,1,1766,3,1,1,3,2
43,3,1300,299,1,912,5,1,1,3,0
7,4,1760,16,1,1924,0,2,1,3,2
7,2,130,457,2,1624,2,2,1,1,2
66,4,3800,1,1,1139,3,1,1,4,0
40,1,500,10,2,236,4,2,0,2,2
70,1,580,267,2,1474,1,2,1,1,2
55,1,25,315,2,697,2,1,1,1,2
56,2,900,457,2,265,4,1,1,1,2
26,2,650,198,1,394,2,1,1,2,0
78,2,661,151,1,1712,5,1,1,2,0
35,1,500,457,2,1346,0,1,1,1,2
13,1,500,455,1,613,4,2,1,1,2
68,2,600,392,1,440,5,2,0,2,2
22,1,425,349,1,428,5,2,1,2,0
1,2,450,14,1,2214,4,0,0,2,2
60,2,550,455,2,908,4,2,1,1,2
5,2,800,10,2,377,4,2,1,1,2
43,2,1000,457,2,214,0,2,1,1,2
31,2,700,277,1,674,5,0,0,2,0
8,2,900,10,2,977,1,0,1,2,2
76,2,650,24,1,990,5,1,1,2,0
45,2,750,457,2,113,1,2,1,2,2
43,3,1100,371,2,1827,0,1,1,3,2
75,3,1600,18,2,374,3,1,1,3,2
78,1,585,26,2,1431,5,1,1,2,0
75,2,750,17,1,2071,1,0,2,2,2
59,1,650,312,1,866,0,1,0,1,0
18,2,1450,455,2,144,3,1,1,2,2
58,2,600,457,1,1780,4,1,1,1,2
43,2,900,463,2,779,2,1,1,2,2
33,2,890,388,1,437,5,2,0,2,2
44,1,300,447,2,1513,1,2,1,1,2
73,1,433,202,1,720,5,2,0,2,0
69,1,350,455,1,1762,4,2,1,1,0
59,2,700,447,2,1793,2,2,0,1,2
51,2,650,407,1,115,5,0,0,2,0
55,4,2100,218,1,732,5,0,2,5,0
75,3,2700,200,1,867,3,1,1,3,0
40,3,1286,1,1,1401,4,0,1,2,2
68,1,1300,455,2,119,1,0,0,2,2
41,1,500,267,2,573,2,2,1,1,2
54,1,575,21,1,1180,5,1,2,1,0
32,1,550,1,2,1860,1,2,1,1,2
14,2,990,447,2,316,3,2,0,2,2
73,3,1200,16,2,1331,2,1,1,2,2
49,2,900,10,1,231,4,1,0,2,2
60,2,700,196,2,597,4,2,0,2,0
24,2,1050,196,2,319,3,2,1,2,2
47,2,950,1,1,861,4,2,0,2,2
8,2,600,14,2,1251,1,1,1,2,2
23,1,250,457,2,825,2,1,1,1,2
51,2,649,306,1,1567,5,1,0,2,0
31,3,1000,200,2,1695,2,1,1,2,2
53,2,650,10,2,2006,1,2,1,2,2
64,2,800,350,1,1776,5,1,1,2,0
55,1,450,312,1,1050,0,1,1,1,0
73,4,2700,196,1,17,2,1,1,3,0
44,2,1800,66,2,1436,1,1,1,2,2
75,2,700,457,2,95,1,1,1,1,2
55,4,1432,67,1,1724,5,2,1,3,0
24,2,130,1,1,1656,3,2,1,2,2
6,1,570,457,1,1063,5,2,1,1,2
39,2,722,316,1,73,5,2,1,2,0
